-450291-0	333.333333333333	X	X
1001653-2096799-0	322.58064516129	X	X
1006385-2106456-0	315.789473684211	X	X
100931-542442-0	405.405405405405	X	X
1011011-2116202-0	461.538461538462	X	X
1011573-2117268-0	312.5	X	X
1011573-2117268-275377	312.5	X	X
101188-268272-0	461.538461538462	X	X
1020429-2143040-0	336.68144324112	X	X
1020429-2143040-23930	336.68144324112	X	X
1022393-2154520-0	322.58064516129	X	X
1022787-2146288-0	645.161290322581	X	X
1022787-2146288-20659	322.58064516129	X	X
1032163-2185535-0	352.88928098809	X	X
103372-333080-0	333.333333333333	X	X
103372-333080-125010	333.333333333333	X	X
1034008-2161929-0	300	X	X
1034108-2182483-0	594.059405940594	X	X
1035110-2164190-0	322.58064516129	X	X
10353-0-0	0	X	X
10368-0-0	0	X	X
1041518-2184660-0	359.281437125748	X	X
10435-0-0	0	X	X
105350-276588-0	405.405405405405	X	X
105350-276588-62253	405.405405405405	X	X
1054045-2202493-0	333.333333333333	X	X
1054045-2202493-203420	413.793103448276	X	X
1054045-2202493-380556	333.333333333333	X	X
1057368-2210068-0	389.61038961039	X	X
1058282-2361078-0	405.405405405405	X	X
106010-278273-0	240	X	X
1065214-2230617-0	468.75	X	X
1065214-2230617-127816	351.906158357771	X	X
1065214-2230617-157840	468.75	X	X
1065595-2231626-0	601.805416248746	X	X
1073023-0-0	387.096774193548	X	X
107644-281989-0	382.165605095541	X	X
1076622-2252784-155043	375	X	X
1076622-2252784-352527	1621.62162162162	X	X
1076622-2252784-74047	750	X	X
1078668-2256987-0	428.571428571429	X	X
1079510-2258534-0	352.941176470588	X	X
1079510-2258534-144243	386.676454720617	X	X
1079510-2258534-222350	387.606206360516	X	X
1079510-2258534-268087	443.131462333826	X	X
1079510-2258534-287141	446.671462333826	X	X
1079510-2258534-30150	352.941176470588	X	X
1079510-2258534-94664	387.366454720617	X	X
1083775-2266575-0	508.474576271186	X	X
1086389-2271873-0	350.877192982456	X	X
1092562-2283853-100666	645.161290322581	X	X
1092562-2283853-167762	645.161290322581	X	X
1092562-2283853-190988	645.161290322581	X	X
1092562-2283853-214215	645.161290322581	X	X
1092562-2283853-23249	645.161290322581	X	X
1092562-2283853-46474	645.161290322581	X	X
1093127-2284898-0	365.820199372009	X	X
1093562-2286572-12608	375	X	X
109401-302493-0	294.117647058824	X	X
1094931-2607920-0	441.176470588235	X	X
1095969-2342086-0	512.820512820513	X	X
1098181-2321761-0	413.793103448276	X	X
1098181-2321761-203260	689.655172413793	X	X
110126-311665-0	363.636363636364	X	X
110126-311665-62154	363.636363636364	X	X
1101591-2303247-0	312.5	X	X
110557-287979-0	427.651976821263	X	X
1107950-2315562-0	338.983050847458	X	X
1107950-2315562-119901	338.983050847458	X	X
1107950-2315562-86003	338.983050847458	X	X
111045-310385-0	324.324324324324	X	X
111045-310385-111666	324.324324324324	X	X
111045-310385-44856	324.324324324324	X	X
1111107-2384692-0	566.037735849057	X	X
1111107-2384692-262195	566.037735849057	X	X
1111295-2361060-0	342.857142857143	X	X
1114556-2328228-0	350.877192982456	X	X
111760-290581-0	344.827586206897	X	X
1118283-2335871-0	370.37037037037	X	X
1118726-2346547-0	394.736842105263	X	X
112037-294729-0	454.545454545455	X	X
1121120-2342557-0	312.5	X	X
1121120-2342557-333029	750	X	X
1121120-2342557-428622	312.5	X	X
112408-292006-0	346.820809248555	X	X
112651-305259-0	369.230769230769	X	X
1126845-2354365-0	472.44094488189	X	X
112941-293193-0	392.156862745098	X	X
11322-0-0	0	X	X
113458-979405-0	300	X	X
11375-0-0	0	X	X
114220-948371-0	337.078651685393	X	X
114987-297668-0	315.789473684211	X	X
11499-0-0	0	X	X
115011-300183-0	521.739130434783	X	X
115193-347745-0	375	X	X
1155295-2410950-0	288.461538461538	X	X
11558-0-0	0	X	X
1156409-2465709-26555	594.059405940594	X	X
1156409-2465709-715	594.059405940594	X	X
1158202-2417097-0	315.789473684211	X	X
1159718-2419834-0	340.909090909091	X	X
1164270-2428685-0	400	X	X
1167380-2435698-0	566.037735849057	X	X
1167380-2435698-214103	566.037735849057	X	X
1167380-2435698-261643	564.440263405456	X	X
1167380-2435698-275190	566.037735849057	X	X
1167380-2435698-291072	566.037735849057	X	X
1170512-2441822-0	483.870967741935	X	X
1171923-2444391-0	400	X	X
1173332-2452646-0	300	X	X
1173332-2452646-60030	600	X	X
11775-0-0	0	X	X
117869-303489-0	191.082802547771	X	X
1181343-2535687-0	352.941176470588	X	X
11841-0-0	0	X	X
118687-305009-0	405.405405405405	X	X
118763-430110-0	300	X	X
118763-430110-101564	300	X	X
118763-430110-139964	300	X	X
118763-430110-36167	300	X	X
118763-430110-50853	300	X	X
118763-430110-75694	300	X	X
1187931-2475581-0	342.857142857143	X	X
1194377-2641000-0	344.827586206897	X	X
119447-307289-0	282.992170549948	X	X
119467-306725-0	447.761194029851	X	X
119779-307412-0	416.666666666667	X	X
119990-307831-0	405.405405405405	X	X
120058-307981-0	300	X	X
1202320-2515388-0	375	X	X
1202320-2515388-16373	307.692307692308	X	X
12026-0-0	0	X	X
1213131-2524879-0	355.029585798817	X	X
1213131-2524879-167196	355.029585798817	X	X
1213131-2524879-73469	355.029585798817	X	X
121662-315741-0	300	X	X
12216-0-0	0	X	X
1224414-2567311-0	545.454545454546	X	X
122605-315260-13273	300	X	X
122605-315260-178873	300	X	X
122605-315260-205273	300	X	X
122605-315260-2473.52634123162	300	X	X
122605-315260-81673	300	X	X
1229471-2563913-0	310.880829015544	X	X
1233402-2564107-0	342.857142857143	X	X
1235110-2701875-0	454.545454545455	X	X
123593-315552-0	451.127819548872	X	X
12377-0-0	0	X	X
123839-344619-0	422.535211267606	X	X
1238759-2608001-0	461.538461538462	X	X
124857-318052-0	468.75	X	X
125079-318562-0	342.857142857143	X	X
1253246-2651508-0	331.491712707182	X	X
125511-319499-0	272.727272727273	X	X
125511-319499-165873	272.727272727273	X	X
125843-620303-0	400	X	X
125843-620303-26701	250	X	X
1259273-2617769-0	333.333333333333	X	X
126157-320712-0	300	X	X
1265315-2629667-0	361.44578313253	X	X
126628-321668-0	400	X	X
1270122-2640465-0	300	X	X
1273378-2646064-0	428.571428571429	X	X
1274974-2649160-0	352.941176470588	X	X
1274974-2649160-17488	352.941176470588	X	X
1276862-2654115-0	434.782608695652	X	X
127712-323769-0	428.571428571429	X	X
1280436-2659781-0	333.333333333333	X	X
1280436-2659781-109900	363.636363636364	X	X
1280436-2659781-143493	631.578947368421	X	X
1280436-2659781-15123	400	X	X
1280436-2659781-161162	631.578947368421	X	X
1280436-2659781-226961	363.636363636364	X	X
1280436-2659781-237142	375	X	X
1280436-2659781-291162	400	X	X
1280436-2659781-304762	400	X	X
1280436-2659781-52713	363.636363636364	X	X
1280436-2659781-73355	375	X	X
1281273-2661270-0	357.142857142857	X	X
1281581-2661970-0	363.636363636364	X	X
128223-499708-0	337.078651685393	X	X
1285462-2668989-0	300	X	X
128652-325674-0	348.837209302326	X	X
1287-0-0	0	X	X
12892-0-0	0	X	X
128931-847316-0	342.857142857143	X	X
1295855-2688681-0	333.333333333333	X	X
129676-327526-0	631.578947368421	X	X
129676-327526-163162	631.578947368421	X	X
129676-327526-173266	315.789473684211	X	X
1301735-2699986-0	454.545454545455	X	X
130308-328748-0	550.45871559633	X	X
13094-0-0	0	X	X
131854-345413-0	413.793103448276	X	X
132044-469566-0	405.405405405405	X	X
1323207-2916911-0	294.117647058824	X	X
133245-344278-0	285.714285714286	X	X
133278-334760-0	714.370758423622	X	X
133278-334760-160785	697.755552971276	X	X
133278-334760-245061	526.315789473684	X	X
133278-334760-261903	263.157894736842	X	X
133278-334760-329177	697.674418604651	X	X
133278-334760-49158	348.837209302326	X	X
133440-335041-142677	222.222222222222	X	X
133440-335041-23581	222.222222222222	X	X
133440-335041-73349	222.222222222222	X	X
134203-336701-0	588.235294117647	X	X
135058-446215-0	363.636363636364	X	X
135058-446215-118100	500	X	X
135058-446215-71464	363.636363636364	X	X
136095-340843-0	437.956204379562	X	X
13762-0-0	0	X	X
137665-368261-0	342.857142857143	X	X
138554-346020-0	714.285714285714	X	X
13887-0-0	0	X	X
138982-346988-0	344.827586206897	X	X
13953-0-0	0	X	X
1398443-2885482-0	468.75	X	X
140241-537484-0	594.059405940594	X	X
140662-351189-0	468.75	X	X
140845-358001-0	265.486725663717	X	X
140845-358001-104824	265.486725663717	X	X
141437-352756-0	428.571428571429	X	X
141437-352756-19705	333.333333333333	X	X
141437-352756-210047	387.096774193548	X	X
141437-352756-250304	387.096774193548	X	X
14236-0-0	0	X	X
142545-355533-0	444.444444444444	X	X
143397-507728-0	329.67032967033	X	X
143457-985471-0	346.820809248555	X	X
143608-357145-0	285.714285714286	X	X
143717-357381-0	337.078651685393	X	X
143717-357381-11490	337.078651685393	X	X
14405-0-0	0	X	X
144190-358299-0	359.281437125748	X	X
145215-527001-0	265.486725663717	X	X
145215-527001-90811	265.486725663717	X	X
145909-363408-0	400	X	X
146474-370883-0	337.078651685393	X	X
1473909-3025038-0	314.13612565445	X	X
147724-365661-0	508.474576271186	X	X
147773-366835-0	375	X	X
148003-371337-0	500	X	X
148003-371337-13648	300	X	X
148413-367422-0	400	X	X
14892-0-0	0	X	X
149648-374778-0	317.460317460317	X	X
149648-374778-21727	317.460317460317	X	X
149648-374778-68076	317.460317460317	X	X
14983-0-0	0	X	X
150577-372244-0	379.746835443038	X	X
150577-372244-80470	387.096774193548	X	X
150577-372244-91309	379.746835443038	X	X
15066-96165-0	365.853658536585	X	X
15086-0-0	0	X	X
151232-374899-0	472.44094488189	X	X
15156-0-0	0	X	X
151720-421532-0	342.857142857	X	X
151985-377090-0	461.538461538462	X	X
152617-375467-0	359.281437125748	X	X
153206-376736-0	468.75	X	X
153209-387635-0	375.117224132541	X	X
153776-476149-0	315.789473684211	X	X
153776-476149-32029	315.789473684211	X	X
153776-476149-98660	315.789473684211	X	X
154058-384974-0	333.333333333333	X	X
154058-384974-56581	333.333333333333	X	X
154058-384974-77914	333.333333333333	X	X
154833-380029-0	363.636363636364	X	X
155008-380426-0	333.333333333333	X	X
155749-545556-0	336.134453781513	X	X
155945-382332-0	419.58041958042	X	X
156235-389684-0	333.333333333333	X	X
156235-389684-83981	333.333333333333	X	X
15649-0-0	0	X	X
156742-401650-0	521.739130434783	X	X
156805-384093-3390	348.837209302326	X	X
157168-402624-0	387.096774193548	X	X
157617-535563-0	285.714285714286	X	X
157617-535563-229217	285.714285714286	X	X
158023-554519-0	250	X	X
158811-388353-180292	468.75	X	X
158811-388353-223417	234.375	X	X
158811-388353-67792	234.375	X	X
158811-388353-7791	468.75	X	X
160201-391522-0	408.163265306122	X	X
160553-395599-0	352.941176470588	X	X
161089-1073247-0	333.333333333333	X	X
16151-0-0	0	X	X
162996-408494-6665	333.333333333333	X	X
163112-397535-0	468.75	X	X
163434-766098-0	365.853658536585	X	X
163701-398759-0	461.538461538462	X	X
163808-399017-0	279.06976744186	X	X
16650-0-0	0	X	X
166583-405716-0	400	X	X
166583-405716-18867	355.029585798817	X	X
16772-0-0	0	X	X
16792-0-0	0	X	X
168201-428931-0	400	X	X
168201-428931-18952	355.029585798817	X	X
169081-409871-0	200.002666702223	X	X
169081-409871-144831	400.005333404445	X	X
169848-550087-0	428.571428571429	X	X
16990-0-0	0	X	X
17145-0-0	0	X	X
171723-415307-0	329.67032967033	X	X
17218-0-0	0	X	X
172900-417898-0	400	X	X
172907-417912-0	400	X	X
172907-417912-19049	355.029585798817	X	X
173288-418725-0	338.983050847458	X	X
173288-418725-320286	517.241379310345	X	X
17346-0-0	0	X	X
17393-0-0	0	X	X
174340-420964-0	300	X	X
174417-905424-0	387.096774193548	X	X
17452-0-0	0	X	X
175241-422762-8055	333.333333333333	X	X
175671-703584-0	370.37037037037	X	X
177444-427090-0	312.5	X	X
177444-427090-198677	312.5	X	X
177444-427090-72427	312.5	X	X
177444-427090-93677	312.5	X	X
177561-427375-0	355.029585798817	X	X
17926-0-0	0	X	X
179486-431519-0	394.736842105263	X	X
179486-431519-75014	394.736842105263	X	X
179726-432032-0	387.096774193548	X	X
180366-433441-0	612.244897959184	X	X
180679-434069-104810	265.486725663717	X	X
180679-434069-157907	530.973451327434	X	X
180679-434069-183393	265.486725663717	X	X
180679-434069-229985	265.486725663717	X	X
180679-434069-25693	265.486725663717	X	X
180679-434069-8702	265.486725663717	X	X
180721-454736-0	331.491712707182	X	X
180735-434189-0	263.157894736842	X	X
181430-509269-0	612.244897959184	X	X
181492-435652-0	333.333333333333	X	X
181917-438096-0	350.631136044881	X	X
183267-440413-0	307.692307692308	X	X
183540-439652-0	363.636363636364	X	X
183656-483186-0	307.692307692308	X	X
183656-483186-24442	307.692307692308	X	X
185250-763294-0	317.460317460317	X	X
185257-565256-0	472.44094488189	X	X
18571-0-0	0	X	X
186318-487589-0	344.827586206897	X	X
186340-590337-0	315.789473684211	X	X
186340-590337-138049	315.789473684211	X	X
186340-590337-224891	315.789473684211	X	X
18923-0-0	0	X	X
189529-480648-0	333.333333333333	X	X
190222-453042-0	350.877192982456	X	X
190390-453358-0	461.538461538462	X	X
190390-453358-119920	461.538461538462	X	X
190851-454632-0	326.086956521739	X	X
191723-456277-255230	400	X	X
191723-456277-830	400	X	X
194105-461045-0	375	X	X
194105-461045-64188	375	X	X
194105-461045-86688	375	X	X
194252-504535-0	461.538461538462	X	X
194252-504535-147839	461.538461538462	X	X
194252-504535-177387	461.538461538462	X	X
194252-504535-192617	461.538461538462	X	X
194861-472110-0	382.158302707592	X	X
19787-0-0	0	X	X
200261-474730-0	419.433764418036	X	X
200308-937709-0	211.267605633803	X	X
201118-476337-0	300	X	X
201282-476656-0	405.405405405405	X	X
201502-480480-0	681.818181818182	X	X
201502-480480-56255	681.818181818182	X	X
201729-477557-0	419.287211740042	X	X
20201-0-0	0	X	X
20290-0-0	0	X	X
203567-498644-0	342.857142857143	X	X
203920-482161-0	333.333333333333	X	X
204089-482019-0	434.782608695652	X	X
204428-482766-0	307.692307692308	X	X
205660-542249-0	342.857142857143	X	X
206075-800654-0	304.568527918782	X	X
206895-494426-0	491.803278688525	X	X
206984-487833-0	447.761194029851	X	X
206984-487833-124726	600	X	X
206984-487833-144760	600	X	X
206984-487833-193153	909.090909090909	X	X
206984-487833-223153	659.340659340659	X	X
206984-487833-234196	333.333333333333	X	X
206984-487833-258828	326.086956521739	X	X
206984-487833-285404	315.789473684211	X	X
206984-487833-29040	428.571428571429	X	X
206984-487833-296060	315.789473684211	X	X
206984-487833-67790	447.761194029851	X	X
206984-487833-89880	461.538461538462	X	X
207045-487951-0	329.67032967033	X	X
210731-495651-0	387.096774193548	X	X
210731-495651-139995	789.556795452153	X	X
210731-495651-294748	394.752424437807	X	X
210937-500194-0	606.060606060606	X	X
211095-496492-0	491.803278688525	X	X
211516-502973-0	606.060606060606	X	X
211586-497555-0	606.060606060606	X	X
21219-0-0	0	X	X
21316-0-0	0	X	X
215151-515359-0	408.163265306122	X	X
215819-520019-0	461.538461538462	X	X
21724-0-0	0	X	X
21754-0-0	0	X	X
217628-521681-0	363.636363636364	X	X
218654-512462-0	333.329629670781	X	X
21926-0-0	0	X	X
219380-637623-0	272.727272727273	X	X
21960-0-0	0	X	X
219728-549280-0	324.324324324324	X	X
219728-549280-76459	324.324324324324	X	X
219728-549280-86999	324.324324324324	X	X
22020-0-0	0	X	X
220694-516452-0	342.857142857143	X	X
220785-689060-0	258.620689655172	X	X
221801-528543-0	363.636363636364	X	X
221932-543532-0	434.782608695652	X	X
221932-543532-204633	465.116279069767	X	X
221954-519080-0	444.444444444444	X	X
221954-519080-56073	444.444444444444	X	X
222255-519650-0	357.142857142857	X	X
222342-525630-0	220.588235294118	X	X
22276-0-0	0	X	X
223779-522604-0	416.666666666667	X	X
223779-522604-203355	416.666666666667	X	X
224203-524096-14938	333.333333333333	X	X
224203-524096-36271	333.333333333333	X	X
224203-524096-52270	333.333333333333	X	X
224293-606563-0	357.142857142857	X	X
224294-533274-0	659.340659340659	X	X
22472-0-0	0	X	X
226582-531151-14887	333.333333333333	X	X
226582-531151-36220	333.333333333333	X	X
226582-531151-52219	333.333333333333	X	X
226995-994893-0	705.882352941176	X	X
226995-994893-117300	666.666666666667	X	X
226995-994893-224264	300	X	X
226995-994893-262672	300	X	X
226995-994893-277072	300	X	X
226995-994893-312896	916.030534351145	X	X
226995-994893-323888	1000	X	X
227128-749723-0	342.857142857143	X	X
227693-530504-0	331.491712707182	X	X
228402-531896-4352	352.941176470588	X	X
229745-534445-0	352.941176470588	X	X
230040-567254-0	345.443030686856	X	X
230094-535334-0	631.578947368421	X	X
230094-535334-131914	631.578947368421	X	X
230094-535334-54862	631.578947368421	X	X
230442-535973-0	359.281437125748	X	X
230736-561814-0	333.333333333333	X	X
231691-538286-0	444.444444444444	X	X
232290-539578-0	295.566502463054	X	X
232290-539578-19588	295.566502463054	X	X
232290-539578-76336	295.566502463054	X	X
233039-541044-0	272.727272727273	X	X
234281-1079813-0	230.769230769231	X	X
234455-638175-0	428.571428571429	X	X
234919-599979-51881	333.333333333333	X	X
234919-599979-8715	333.333333333333	X	X
235008-544850-0	666.666666666667	X	X
236231-547254-0	399.893361770195	X	X
236231-547254-147804	399.893361770195	X	X
236231-547254-88565	400.266844563042	X	X
237117-1049910-0	500	X	X
237117-1049910-156240	582.52427184466	X	X
237117-1049910-174760	500	X	X
237490-599293-0	326.086956521739	X	X
237490-599293-157173	326.086956521739	X	X
237490-599293-183260	326.086956521739	X	X
237515-609855-0	342.857142857143	X	X
238004-550615-0	468.75	X	X
23906-0-0	0	X	X
239359-656312-0	645.091925599398	X	X
239584-553854-0	689.655172413793	X	X
239584-553854-159824	689.655172413793	X	X
239727-554198-0	285.708508634223	X	X
239822-554438-0	402.684563758389	X	X
23987-0-0	0	X	X
240406-556619-0	319.148936170213	X	X
240406-556619-306461	638.297872340426	X	X
240926-576789-0	322.58064516129	X	X
240926-576789-188499	322.58064516129	X	X
241064-556909-0	400	X	X
241218-572692-0	300	X	X
241526-557821-0	329.67032967033	X	X
241526-557821-119637	659.340659340659	X	X
241526-557821-161834	329.67032967033	X	X
241526-557821-206669	659.340659340659	X	X
24172-0-0	0	X	X
242360-559448-0	331.491712707182	X	X
243072-560857-0	333.333333333333	X	X
244684-563971-0	357.142857142857	X	X
244684-563971-277989	370.37037037037	X	X
248173-570975-0	389.61038961039	X	X
24838-0-0	0	X	X
249490-573627-0	333.333333333333	X	X
249939-574471-0	368.098159509202	X	X
251437-577517-0	346.820809248555	X	X
25248-0-0	0	X	X
25299-0-0	0	X	X
254309-583343-0	342.857142857143	X	X
254801-584317-0	357.142857142857	X	X
255637-587103-0	400	X	X
256467-592739-0	342.857142857143	X	X
257793-663881-0	333.333333333333	X	X
257937-590219-0	326.090659340658	X	X
25802-0-0	0	X	X
258149-590643-0	461.538461538462	X	X
258187-590687-0	461.538461538462	X	X
25825-0-0	0	X	X
25931-0-0	0	X	X
26121-0-0	0	X	X
26145-0-0	0	X	X
263461-600891-0	300	X	X
264299-623835-0	342.857142857143	X	X
264651-603213-0	369.230769230769	X	X
26767-0-0	0	X	X
267767-618865-0	306.122448979592	X	X
267767-618865-220926	631.578947368421	X	X
268353-631435-0	363.636363636364	X	X
268509-1079089-0	344.827586206897	X	X
26860-0-0	0	X	X
271481-879418-0	337.078651685393	X	X
27199-0-0	0	X	X
273849-621983-0	365.853658536585	X	X
274587-871202-0	387.096774193548	X	X
274593-623191-0	465.116279069767	X	X
274645-623277-0	315.789473684211	X	X
27523-0-0	0	X	X
275305-624407-0	472.44094488189	X	X
276963-628687-0	337.078651685393	X	X
277227-628277-0	352.941176470588	X	X
277421-720172-0	389.61038961039	X	X
27790-0-0	0	X	X
277937-629733-0	472.44094488189	X	X
280107-633993-0	387.096774193548	X	X
28050-0-0	0	X	X
28165-0-0	0	X	X
281825-637441-0	413.793103448276	X	X
28245-0-0	0	X	X
28342-0-0	0	X	X
28459-0-0	0	X	X
284609-643067-0	405.405405405405	X	X
284703-643245-0	363.636363636364	X	X
286168-1219310-0	209.79020979021	X	X
28621-0-0	0	X	X
286471-646737-0	292.682926829268	X	X
286729-675861-100336	361.44578313253	X	X
286729-675861-123468	348.837209302326	X	X
286729-675861-63935	382.165605095541	X	X
286729-675861-8484	387.096774193548	X	X
286729-675861-85336	375	X	X
28705-0-0	0	X	X
287612-648876-0	333.333333333333	X	X
288950-662093-0	333.333333333333	X	X
288997-672327-0	375	X	X
289074-651744-137459	363.636363636364	X	X
289074-651744-172368	363.636363636364	X	X
289074-651744-213822	363.636363636364	X	X
289074-651744-253095	363.636363636364	X	X
289074-651744-274923	363.636363636364	X	X
289074-651744-315655	363.636363636364	X	X
289074-651744-3661	363.636363636364	X	X
289074-651744-41459	363.636363636364	X	X
289074-651744-69094	363.636363636364	X	X
289074-651744-98186	363.636363636364	X	X
290951-663674-0	342.857142857143	X	X
290961-655316-111791	375	X	X
290961-655316-19076	476.190476190476	X	X
290961-655316-56389	422.535211267606	X	X
291386-656134-0	315.789473684211	X	X
291495-757386-0	359.281437125748	X	X
291689-759823-144406	461.538461538462	X	X
291689-759823-177636	230.769230769231	X	X
291689-759823-207174	461.538461538462	X	X
291689-759823-223789	230.769230769231	X	X
291689-759823-44714	230.769230769231	X	X
292077-658387-0	326.086956521739	X	X
292083-657519-0	387.096774193548	X	X
292418-658120-0	317.460317460317	X	X
292418-658120-130382	317.460317460317	X	X
292418-658120-283397	317.460317460317	X	X
